,City,Lat,Lng,Temp,Humidity,Cloudiness,Wind Speed,City ID
381,harper,2.695331426938779,-9.581447232306317,64.15,90,90,9.17,4696310
382,paamiut,65.07692369381735,-47.16337172264568,27.17,100,0,7.94,3421193
383,oni,42.39664295516596,43.5565922481471,28.43,65,8,2.35,612592
384,salgueiro,-8.209107977004493,-38.90153762177866,85.81,35,92,6.26,3389860
385,gandai,21.846955962379425,81.09760535394673,73.93,50,0,5.03,1271734
386,santo andre,39.201428920736504,-8.285515100219556,80.0,77,12,7.49,3405006
387,progreso,22.73831838257425,-89.7184311836527,59.0,62,0,8.05,3440963
388,lompoc,27.34449571921752,-124.10196118634158,56.26,66,1,8.95,5367788
389,san ignacio,-5.013382317553621,-78.78561034063998,55.4,93,0,3.36,3872175
391,ekhabi,53.34000685452014,147.31055240404936,34.33,84,0,12.3,2122614
392,amboasary,-24.97518753638022,46.60844063450128,75.2,88,75,4.7,1081790
393,sukhobezvodnoye,56.978298246973964,44.717405589947134,34.37,94,80,5.26,486645
394,nishihara,22.43118929912393,130.74725889372672,67.59,64,20,13.87,1850144
395,ucluelet,46.43694526637873,-127.62934716488212,37.66,99,12,1.34,6171633
396,road town,24.732551508376943,-64.99882342053336,80.06,84,1,9.17,3577430
397,narsipatnam,17.63143980688561,82.47490185767055,82.07,76,20,5.26,1261748
398,alpena,45.20127950438729,-82.98884782802142,34.75,92,90,5.82,4984075
399,ulladulla,-38.49381528825363,154.09044404943296,64.4,31,0,10.29,2145554
401,bhavani,11.485472949715145,77.58278973616274,76.18,75,8,4.14,1276037
402,seoul,35.2751101775838,127.8312399257162,55.4,87,90,8.05,1835848
403,fez,33.86274511227214,-4.365788290829755,47.39,93,0,4.7,2548885
404,sheboygan,43.77775917816754,-88.03193285131908,33.76,69,90,8.05,5272893
405,teluknaga,-5.042869973397259,106.9752306040632,85.69,62,40,3.36,1990589
407,ilek,51.432644168911196,53.29946819860146,31.54,90,36,9.28,557340
408,chany,54.83259611205008,76.93066815084097,32.71,95,92,14.43,1508458
409,meulaboh,4.043219653062067,96.33643724628166,80.45,100,64,4.14,1214488
410,nsoko,-27.128312242777298,32.44943136322496,52.42,82,0,6.15,934900
411,williston,48.71521338895744,-104.30075238614546,14.99,64,90,11.41,5692947
412,turka,53.01522324895356,108.71026165726687,32.35,79,0,2.35,690960
413,qaqortoq,64.63436601965321,-45.76708386293791,17.6,67,0,3.36,3420846
414,lata,-10.78656456280892,167.32994103336205,47.87,60,0,2.13,1253628
415,port hawkesbury,45.665759398960915,-60.759344031214994,48.2,76,1,12.75,6111867
416,lazaro cardenas,8.53976077553456,-107.44054063570539,55.4,63,5,3.36,3996234
418,te anau,-42.01026880858077,166.5545875582768,48.32,99,92,4.03,2181625
420,itarema,5.617872208019676,-38.240963706698494,76.67,87,48,12.86,3393692
421,sompeta,16.841152561013146,86.9032363128058,80.95,66,0,3.69,1255816
422,bull savanna,15.752783599027538,-78.43595826839424,69.92,89,0,2.57,3491161
423,naze,25.81252366361734,133.0995303603666,71.05,96,80,2.91,2337542
424,acajutla,10.184801164761566,-90.61205762671705,78.16,84,36,4.47,3587498
425,bonthe,1.1343907901087675,-19.07202939644864,74.02,100,20,2.68,2409914
426,roald,72.21376468602881,1.6127823554205065,42.8,93,64,5.82,3141667
427,araceli,9.799355994850089,120.56774711113889,84.1,99,88,21.81,1730272
428,lubango,-15.182972257051034,13.47568462967115,54.62,75,0,1.68,3347762
429,mersing,2.320972111424311,104.94557943620578,83.11,96,56,3.13,1732826
430,mount isa,-21.804894330093106,141.83117134984866,84.2,20,0,10.29,2065594
431,rocha,-55.18933947150591,-34.930640309294574,55.03,76,0,10.18,3440777
432,igurusi,-8.362491352086067,33.76743939910614,51.88,87,8,3.13,159380
433,aklavik,67.5413303455503,-136.85489947771407,5.0,77,20,2.24,5882953
436,joshimath,33.02095126833396,80.81525270479693,5.93,100,0,1.57,1268814
437,itigi,-5.470653870808476,34.64532447060796,62.77,78,0,9.17,158904
438,nantucket,39.5841709537369,-70.38388359228688,58.26,74,1,17.22,4944903
439,viedma,-45.053326954332874,-59.60538353326247,74.47,41,8,21.25,3832899
441,nicoya,8.426873069455056,-85.94516248186598,77.0,88,20,3.36,3622716
442,inyonga,-7.104233091177036,32.31238686346808,66.37,84,64,3.47,159134
443,lagunas,-5.0144155316552315,-75.46310980504562,77.44,92,24,2.13,3695844
444,tarakan,2.739160909325676,116.92607557769264,86.08,86,8,3.36,1624725
445,niksar,40.21146788408757,37.17182815141558,35.5,89,20,3.24,741304
446,liling,27.23977249449824,113.32470268011912,50.0,81,75,2.24,1803616
447,saint-pierre,-25.029137167585617,53.62975790936815,48.42,93,75,10.29,2995603
449,baloda bazar,21.520622546154343,82.31750780974352,75.55,55,0,5.93,1277530
450,dingle,48.302633476328396,-13.127920936356787,83.11,76,68,14.09,1714733
451,marsaxlokk,35.24002833976573,16.37281997851872,60.8,82,0,6.93,2562247
452,eyl,6.152947782241682,53.06134736093475,76.85,100,92,12.08,60019
453,dubbo,-32.198629858965646,148.322637510863,66.2,32,0,13.87,2168305
454,marzuq,24.465718465624462,12.59993173583058,46.84,90,12,2.24,72181
455,chokurdakh,78.52989077228452,146.7898045136992,-13.11,82,56,5.48,2126123
456,saldanha,-39.49404062447584,0.7261007950665714,37.48,94,68,4.92,2737599
457,belaya gora,68.11191159536736,145.22371270967835,-17.38,76,48,4.59,2126785
458,broome,-21.970145748370385,122.69161337477607,44.15,81,0,13.87,2656067
459,nakhon phanom,17.303029173448962,105.13245015450372,86.0,58,20,10.29,1608531
460,anadyr,61.76111379132084,176.12166603711233,5.0,84,0,8.95,2127202
461,redmond,44.97760145531058,-121.63520447532836,41.27,63,1,4.14,5808079
462,nalut,30.24855376810069,11.496081572513845,42.79,75,0,1.9,2214433
463,madimba,-9.383458641467683,41.66036164198954,77.0,100,75,2.24,2221046
464,vastseliina,57.45633520844112,27.427626990278753,41.0,100,32,4.47,587450
465,ust-maya,58.107425227580535,135.22932250135256,1.03,51,44,5.93,2013918
466,caravelas,-21.20256452517654,-26.74203526495316,77.62,100,80,14.65,3466980
467,doka,13.718985080137742,34.961344167014374,69.07,46,0,7.38,376332
468,maragogi,-16.59590905538859,-24.40687564976787,75.68,96,92,6.15,3395458
469,pangnirtung,61.48413974336347,-62.12083365576055,13.85,100,56,10.63,6096551
470,singkang,-4.132028712281908,119.88887693553016,86.0,74,75,5.82,1732871
471,juneau,57.16842948501906,-133.54394890648996,33.87,85,90,5.82,5554072
472,sobolevo,55.504818548931354,155.298891724751,25.33,73,0,5.7,525426
473,den helder,55.72666826487654,3.1117446372450956,51.3,93,75,14.99,2757220
474,qiongshan,19.896211451822722,111.7245708114541,78.8,83,75,13.42,1797535
475,sunndalsora,62.63995613408562,8.529751922353114,45.45,81,0,14.99,3135377
477,shingu,25.39684946572916,138.5433629845984,69.8,68,40,8.05,1847947
478,poli,8.365549378582728,12.920449879621628,69.7,91,44,2.35,2222539
479,erzin,50.36357823852421,95.82781224335997,59.04,87,75,2.24,296852
480,villers-les-nancy,48.29722114282376,6.029030773673696,49.41,81,90,9.17,2968368
481,sibolga,-2.49591288842565,94.34812374041604,72.62,97,88,2.13,1213855
482,suruc,36.93122168531856,38.561045466994784,48.2,93,0,5.82,300075
483,miyang,24.528618693766973,102.98499504551546,50.12,88,24,3.69,1800430
484,lydenburg,-24.819188734071034,30.465166254339408,46.21,100,88,1.34,981158
485,moreira sales,-24.435402279424196,-52.680234442308006,69.16,84,88,13.42,3456763
486,nadvoitsy,63.64359876542528,35.11044405597016,37.43,100,88,4.25,523662
487,itoman,18.520199546390955,132.96388049119577,80.17,54,20,8.05,1861280
488,tommot,56.67478424878604,128.27242716508312,8.95,47,0,3.8,2015179
489,wakkanai,44.84124225524869,141.4035662845169,46.4,70,40,6.93,2127515
490,aksu,41.4104945924355,80.54583076108679,33.8,86,90,13.42,1524298
491,la peca,-5.516126607318029,-78.43799590881768,63.13,99,8,0.45,3695675
492,zhaoqing,23.07121754599784,112.60554773458267,67.4,83,92,5.48,1784853
493,lithgow,-33.19887964835104,150.5227528765755,66.2,45,75,18.34,2160053
494,arkadelphia,34.09739052375731,-93.28627311763037,55.2,76,90,5.82,4099647
496,yaan,29.630223536624456,101.73522682772648,72.98,95,68,6.15,2338660
497,tromso,72.36432826002377,18.678930565323583,33.8,100,90,3.36,3133895
499,verkhnevilyuysk,64.31214627451843,120.59206516236162,3.1,65,48,7.38,2013639
500,murgab,38.574201410578866,61.41829251277781,44.6,100,90,2.91,1218612
501,walvis bay,-25.291721012161176,4.384079281726116,55.4,93,0,9.17,3359638
502,batagay-alyta,68.67238809297518,131.49982157289247,-31.11,0,0,2.35,2027042
503,kaeo,-32.07892715034999,174.8671636195391,71.32,63,8,13.31,2189343
504,ambatofinandrahana,-20.745305517374888,47.028589861361695,61.69,94,36,2.8,1083239
505,lumeje,-12.351729178311814,22.031031031852024,63.8,99,68,4.92,876123
506,xuddur,4.751294098057642,45.43492530806657,70.82,83,20,5.93,49747
507,olga,43.1191704552802,135.33839785544717,62.55,87,5,2.01,5368361
508,amga,59.89171770362867,132.50739015615397,-1.05,56,8,3.91,2027786
509,toshkivka,48.851376922320384,38.52264956094277,21.05,72,0,3.13,691999
510,oltu,40.66939523948432,41.93745553883997,21.95,77,8,1.45,741160
511,skowhegan,44.95276196984767,-69.5226377030397,46.02,60,1,9.28,4978701
513,yeniseysk,59.54670743974614,91.29546388476939,23.89,84,80,7.61,1485997
514,ambulu,-12.712815117450319,112.41351477391578,81.58,98,64,4.7,1621313
515,pochutla,9.449820530439126,-96.98747380169668,80.6,69,20,5.82,3517970
516,kungurtug,46.46912941438799,97.25415333719104,7.24,67,36,2.57,1501377
517,qinzhou,21.381487819310863,108.3927033735373,65.78,76,20,13.42,1797551
518,nkoteng,5.083131602121384,11.792349439384992,68.12,99,88,4.36,2223734
519,kyzyl-suu,41.90707804208614,77.28421599849145,32.08,100,92,10.18,1527497
520,caruray,11.088123667869496,117.78942776269162,84.73,96,56,15.99,1718234
521,wilmington,32.18126472145495,-76.00217080744486,55.78,62,75,3.36,4145381
523,tres de maio,-27.789235113390774,-54.33715014625385,72.4,61,0,15.21,3446130
524,myitkyina,26.254393770382336,96.93271903501062,69.34,91,0,2.91,1307741
525,cangucu,-31.322724380620407,-52.85450078845888,62.5,98,100,13.65,3467512
526,broken hill,-30.297060435114652,145.03857490507096,63.31,62,0,5.7,2173911
527,gualdo tadino,43.29411158897267,12.755181237157785,46.4,100,48,4.7,6536873
528,whitehorse,62.53666269028767,-131.99847221415553,14.0,92,90,20.8,6180550
529,sao domingos do maranhao,-5.5498999463632686,-44.63580753820966,74.33,93,20,5.37,3388868
530,zvishavane,-20.5197782100593,30.48904519652902,53.68,96,92,10.63,878549
532,awbari,26.20718104054758,11.400166058413959,52.82,54,0,3.36,2219235
533,soldato-aleksandrovskoye,44.12558700876647,43.86371594918049,28.4,100,90,4.47,491085
534,teya,62.68362656529024,91.95526990309787,78.8,74,20,9.17,3526662
535,pemberton,50.74621298413601,-123.17344468447958,69.43,47,20,6.6,2063604
536,san cristobal,-8.737710548667906,-89.61622095748028,53.6,87,40,9.17,3652462
537,atasu,49.07479303903966,71.17251877143676,25.82,92,92,8.39,1526041
538,richards bay,-30.56460377272431,38.496606775305196,59.8,75,36,8.61,962367
539,komsomolskiy,57.674676073560676,57.14383520849469,1.84,68,76,9.28,1486910
540,kautokeino,67.95877848112073,23.126756990944443,26.63,93,80,3.91,779330
541,vohibinany,-17.23927676107428,48.90208292048737,68.62,96,88,2.68,1054035
542,mizdah,31.677543988994458,12.782186937743376,46.43,81,0,1.34,2214827
543,geraldton,-31.6303834655182,109.90543612421715,21.2,85,90,9.17,5960603
544,kot diji,27.292026296481964,68.67717268892108,61.55,82,0,3.02,1173302
545,abu samrah,23.381812408100046,48.88324146054393,50.98,92,80,3.91,172515
547,adrar,30.32094487114196,0.8268131227626441,62.6,33,0,11.41,2508813
548,kloulklubed,7.672521800802045,132.82554057978774,87.8,66,75,12.75,7671223
549,kaduqli,11.583206694632267,29.76930458481411,62.86,35,0,8.39,373141
550,san ramon,-12.837320507992175,-64.96012684097327,66.55,96,36,1.9,3616584
551,taoudenni,24.90524501835661,-4.8869735380036445,59.62,43,0,4.59,2450173
552,wiarton,44.99706188170387,-80.91406005282425,41.0,100,90,14.99,6186122
553,berdigestyakh,61.120515564039835,126.91611536053387,-3.93,51,0,4.92,2026861
556,belaya kholunitsa,58.688786317802624,50.76396903706237,33.65,94,88,11.41,578152
557,paracuru,0.20557918115585494,-36.866315733001215,80.6,78,40,10.29,3393115
558,qena,25.969059574773894,33.50677716012598,50.93,88,0,2.68,350550
559,vuktyl,62.81474151911192,57.38454260776763,16.24,61,0,6.93,470905
560,abong mbang,2.8600935029786143,13.536787657556175,68.98,98,88,2.46,2236053
561,athmallik,20.623885081366694,84.71356004482647,76.27,86,20,4.36,1268610
563,princeton,49.58170815592101,-120.77372379719299,33.28,75,90,12.75,4906818
564,nikko,36.69332483680775,139.5351107660851,61.51,89,36,6.6,1855395
565,gimli,52.085082654380926,-96.78609008599292,20.83,92,32,7.16,5961417
566,santa marta,11.183255058648768,-73.8737244356367,78.8,78,12,3.36,3668605
567,shaki,8.376572502280453,3.442111629313274,70.55,99,64,3.36,2337765
568,dekar,-20.855224826699725,21.72090235133581,57.28,70,0,10.63,933815
569,hofn,67.12617501536349,-10.897501940216074,44.68,96,92,22.48,2630299
570,teshie,4.431836149889776,0.2136704444133386,80.6,83,0,2.24,2306104
571,santa isabel do rio negro,1.6517441375656148,-65.44315704792446,78.83,92,8,5.14,3662489
572,ahuimanu,34.61572400771355,-152.243875034022,79.54,76,40,5.82,5856516
573,dunedin,-52.25008279322123,175.11458950936918,48.55,100,92,4.36,2191562
574,san juan de uraba,8.579949338941248,-76.5863358240955,83.47,100,76,13.09,3669461
575,turukhansk,65.17242965677755,87.9979628600828,2.65,83,64,12.97,1488903
576,praxedis guerrero,31.769664830643066,-105.86221766927332,64.99,36,1,4.7,3974771
577,kabompo,-12.860369082137822,23.829169402701865,74.29,57,76,10.4,916246
578,ubon ratchathani,15.179926029237095,104.70090386195193,84.2,66,40,5.82,1605245
579,odesa,46.40559877120336,30.81821264460035,33.8,100,90,5.82,593871
581,silifke,36.24912382971219,33.75853393586729,49.18,100,0,2.8,300808
582,campobello di mazara,37.37247732513363,12.65711644645134,54.61,87,0,4.7,2525425
583,kendari,-3.451070003930056,124.02818177163158,84.55,85,48,2.57,1640344
584,clonakilty,49.119497219884266,-8.54660934346876,39.2,93,20,6.93,2965402
585,isabela,21.846349438620436,-66.74912849731375,87.92,59,24,6.04,1710518
587,farmington,37.60613983015941,-90.68570166308773,41.63,22,90,6.93,5467328
588,barra,-11.440449886363865,-43.127614230769495,78.38,51,0,5.7,3470821
589,stephenville crossing,48.406881039760975,-58.42978193281594,46.4,87,90,17.22,6156245
590,lancaster,39.68647654488174,-82.39128181797695,51.78,62,75,3.36,5197079
591,dudinka,69.59100317284941,84.8922545108054,-9.78,68,36,25.5,1507116
592,rio gallegos,-50.286366101532764,-63.67786391312238,48.2,66,0,17.22,3838859
593,ponta delgada,29.294279790780607,-29.161854290828302,59.0,67,20,9.17,3372783
595,pyaozerskiy,66.28052486591918,30.638714431413092,32.57,99,80,2.46,503581
596,mitchell,43.16250512851812,-98.75453569157305,17.96,88,1,3.36,5229794
597,nome,65.54562495126396,-167.65886494852873,73.35,92,90,5.82,4732862
599,salalah,19.31706839724768,49.90115209413614,77.0,83,20,2.24,286621
601,szentlorinckata,47.4648605997472,19.78137706968556,40.91,87,12,5.82,3044574
602,the pas,54.40034099351746,-100.04977145113261,17.6,78,90,6.93,6164499
603,praya,-13.690390320687285,115.79397751449574,89.6,66,75,8.05,1630662
604,mahanoro,-19.747107636275217,48.54962842236037,68.48,96,20,2.91,1062553
605,pfarrkirchen,48.54973218715119,12.86633192412549,40.81,90,88,5.37,2854179
606,zuya,45.1323787566638,34.3811041739888,33.61,91,0,4.59,686812
608,waltershausen,50.85955265201406,10.530153767123124,46.4,93,0,8.05,2814392
609,xiamen,24.01621672237141,118.23495803690872,80.6,69,75,4.47,1790645
610,visby,58.17947044675475,19.880477958546038,48.2,93,0,8.05,2662689
611,tawang,27.683787323509108,92.40975940166533,44.05,25,0,1.57,1254832
612,marsa matruh,28.8791316306569,25.797845088099166,53.23,82,8,3.13,352733
613,jijiga,9.591889301144533,42.738251913928366,54.4,84,48,0.56,333795
614,bandipur,34.43359856436905,75.03821228757627,71.45,75,0,1.9,1270686
616,lodja,-2.534882009598732,22.314850589070005,72.49,98,76,2.13,211647
617,sao felix do xingu,-5.420882895896483,-51.64118652336532,73.75,99,56,1.79,3388847
618,najran,18.32334385360194,45.147455632794134,68.0,42,0,4.7,103630
619,kununurra,-19.755259759063264,129.81313499604494,95.0,47,32,11.41,2068110
620,jacareacanga,-7.611284772669848,-57.07035144089025,76.67,92,36,2.68,3397763
621,gwanda,-21.439279480482455,29.535994411530083,53.72,97,92,13.31,890516
622,jian,27.062692849027485,114.43807879140905,76.0,39,0,4.25,1259047
623,merauke,-7.8450528877458225,139.8052393560519,91.93,65,8,7.72,2082539
624,porto novo,15.87593804629239,-28.25085517177456,64.4,100,75,3.36,6322184
625,karratha,-15.841887116448405,111.01461213125373,101.74,10,8,3.58,6620339
626,oktyabrskiy,56.22106955569416,99.2107145400891,36.95,86,90,8.95,515873
627,lingyuan,41.14682143172536,119.06865692745811,41.26,65,76,3.91,2036075
628,elat,29.585373136938486,34.36672457812358,67.09,99,92,1.01,2232283
629,bilma,21.222193334851127,15.786368491556374,55.39,32,0,4.92,2446796
630,rabaul,-4.143922315843739,151.33759730893826,84.23,98,12,3.91,2087894
631,flinders,-34.36193041538183,131.22435044436435,64.4,31,0,10.29,6255012
632,sao sebastiao,-25.249013793993512,-45.040354380618396,78.61,89,12,2.57,3397893
634,mandalgovi,44.66810256475904,105.2584645253549,23.57,64,56,7.72,2030065
635,rauma,61.57187119771268,20.811204625663493,44.6,100,88,5.82,639735
636,pila,53.03084945596035,16.652129016682466,89.6,49,20,5.82,1693873
637,ladario,-18.37703679466189,-56.48563392364372,41.8,92,92,2.68,2732265
638,sur,22.281232779848935,59.64615888101022,77.12,100,0,4.59,286245
639,tatarsk,55.04920552667147,75.64343702664974,32.75,94,92,14.43,1490003
640,port macquarie,-36.67711205373932,160.99801658352976,66.2,52,75,17.22,2152659
641,sokoni,-7.008378149709287,41.427234930615896,80.45,37,100,8.84,901344
642,dengzhou,37.94712759447063,120.73317439143335,51.52,88,0,3.8,1812990
643,the valley,25.33833431675643,-62.221967769125584,80.6,83,75,12.75,3573374
644,djibo,14.44106153915753,-1.3349373956280601,66.32,63,0,3.13,2361177
645,mattru,2.114363387567977,-15.837409681267616,70.78,97,20,2.57,2409215
646,tiznit,26.594639128247948,-7.71815882429425,55.21,95,0,4.03,2527089
649,terrace bay,47.916971331567396,-87.0556335639474,32.93,100,88,15.32,6162951
