,City,Lat,Lng,Temp,Humidity,Cloudiness,Wind Speed,City ID
245,komatsu,36.26656749354977,136.57637388066985,44.6,56,75,5.82,1858910
246,scarborough,10.235272956745291,-59.165036262819896,50.95,81,20,6.93,2638419
247,chapais,53.42692316174461,-74.0380711793444,19.4,57,20,11.41,5919850
249,half moon bay,28.324102898548105,-136.5794235731621,55.18,50,40,18.34,5354943
250,souillac,-44.52250514012371,68.87414800481758,46.6,81,0,3.36,3026644
251,barranca,-4.3156056238647125,-76.44102364888623,75.5,98,12,11.43,3946820
252,hasaki,33.34180920565298,148.55847114816584,41.83,81,75,9.17,2112802
253,saint anthony,54.22992591686227,-49.84914414385628,19.53,72,75,3.36,5606187
254,araouane,20.415969499768394,-3.229060738419548,61.6,22,20,7.63,2460954
255,luderitz,-34.98518110418467,-0.9481113484391699,64.43,79,0,10.54,3355672
257,quatre cocos,-17.867504773289937,71.49764481207205,78.8,94,75,2.24,1106643
258,yinchuan,38.3509760147879,107.49842309092469,11.51,61,8,2.93,1786657
259,severo-kurilsk,31.07706454156616,170.4953059346601,16.64,100,44,6.73,2121385
260,nikolskoye,34.72055383519435,175.081707662722,24.8,85,90,22.37,546105
261,methoni,35.68107096565265,21.55188386605991,46.4,81,0,4.7,257122
262,east london,-55.8800886321444,47.34418012451894,74.02,100,76,22.06,1006984
263,verkhnetulomskiy,68.22020594121119,31.24700928859903,-2.21,77,40,2.24,475469
264,mecca,22.72742219650597,41.187132183594315,51.97,68,0,2.71,104515
265,tuktoyaktuk,76.21160746924491,-132.57767228912564,5.0,92,90,4.7,6170031
266,henties bay,-21.953165508201693,9.174489881626243,66.95,94,32,4.38,3356832
267,rafai,5.241739181614776,23.743913285532017,68.57,66,20,4.38,236524
269,inirida,2.705006101512211,-67.33813440772401,86.93,62,44,2.71,3671450
270,fairbanks,65.55666205654092,-143.26880833485714,6.12,92,40,8.05,5861897
271,akonolinga,4.042654853570312,12.467415007968384,71.45,95,20,2.37,2235776
273,pitkyaranta,61.52392645347982,31.448582625532083,20.96,83,88,21.16,509234
274,darhan,46.05361581150845,108.14706836401353,-5.59,51,0,2.82,2031964
275,aksarka,71.05903606659467,67.74697544945042,-10.0,70,56,9.64,1512019
276,bogorodskoye,52.695749561824044,140.37799370337711,6.52,71,76,2.15,2126638
277,doha,29.228841039343024,47.02367603115496,57.69,59,0,3.36,290030
278,tabas,34.211374788830966,55.31385887919771,20.33,39,0,2.93,113659
279,sindor,63.020828334884385,52.140549476082924,22.85,86,92,11.21,492860
280,timaru,-44.48094773175185,171.67139535236544,61.64,88,0,4.05,2181133
281,nome,66.32096838296175,-161.74679119779813,62.56,45,90,9.17,4732862
282,upernavik,81.93007742029027,-51.54669998367919,5.48,98,32,6.73,3418910
283,paraiso,19.090482169779193,-93.35310153747677,69.8,9,20,23.04,4011743
284,cavalcante,-13.902721046170157,-47.8510577782894,80.63,75,0,2.26,3466594
285,aranos,-23.6011641439312,19.446605761664614,81.98,27,88,3.38,3358666
286,chumikan,56.57769003674707,136.07310037653383,12.19,86,76,3.71,2025256
287,dikson,88.97845370200133,77.35621870783933,-6.09,72,12,9.53,1507390
288,cootehill,54.107984341164155,-7.037651277473856,51.52,95,88,17.47,2965158
290,clyde river,73.45225452183934,-69.67393322418206,-20.21,68,20,3.36,5924351
291,omboue,-1.591527831328662,9.8737462866236,80.72,100,88,7.4,2396853
